src 	 time 	 tahrs 	 bank 	 attitude 	 heading 	 traw 	 acc[0] 	 acc[1] 	 acc[2] 	 mag[0] 	 mag[1] 	 mag[2] 	 gyr[0] 	 gyr[1] 	 gyr[2]
1 	 5.411686 	 1981297.000000 	 -101.751534 	 -78.723671 	 310.682190 	 1981297.000000 	 -10.084681 	 -1.962000 	 0.431640 	 -0.662687 	 -0.026866 	 0.264179 	 0.001222 	 0.004887 	 0.021991
2 	 5.416415 	 1975166.000000 	 108.106346 	 -68.388779 	 201.244141 	 1975166.000000 	 -9.496080 	 3.610080 	 1.098720 	 -0.307463 	 -0.229851 	 0.883582 	 0.007330 	 0.002443 	 0.012217
1 	 5.435769 	 1981327.000000 	 -101.768265 	 -78.734810 	 310.668304 	 1981327.000000 	 -10.006201 	 -1.922760 	 0.470880 	 -0.662687 	 -0.031343 	 0.261194 	 0.000000 	 0.008552 	 0.021991
1 	 5.459844 	 1981347.000000 	 -101.713509 	 -78.732552 	 310.728638 	 1981347.000000 	 -9.966961 	 -1.962000 	 0.353160 	 -0.661194 	 -0.031343 	 0.261194 	 0.000000 	 0.008552 	 0.019548
1 	 5.483801 	 1981357.000000 	 -101.692520 	 -78.727463 	 310.747833 	 1981357.000000 	 -9.966961 	 -2.001240 	 0.392400 	 -0.665672 	 -0.034328 	 0.268657 	 -0.004887 	 0.008552 	 0.018326
2 	 5.488610 	 1975236.000000 	 108.123718 	 -68.422058 	 201.267303 	 1975236.000000 	 -9.496080 	 3.610080 	 1.216440 	 -0.308955 	 -0.238806 	 0.874627 	 0.015882 	 0.008552 	 0.012217
1 	 5.507689 	 1981377.000000 	 -101.649757 	 -78.719490 	 310.792847 	 1981377.000000 	 -9.966961 	 -1.922760 	 0.431640 	 -0.662687 	 -0.029851 	 0.274627 	 -0.003665 	 0.013439 	 0.017104
2 	 5.512372 	 1975266.000000 	 108.123947 	 -68.439766 	 201.271851 	 1975266.000000 	 -9.496080 	 3.453120 	 1.177200 	 -0.317910 	 -0.231343 	 0.891045 	 0.002443 	 0.002443 	 0.015882
1 	 5.531872 	 1981407.000000 	 -101.630699 	 -78.742020 	 310.812653 	 1981407.000000 	 -10.045441 	 -1.962000 	 0.392400 	 -0.670149 	 -0.031343 	 0.273134 	 -0.002443 	 0.003665 	 0.021991
2 	 5.536791 	 1975276.000000 	 108.113388 	 -68.442444 	 201.265869 	 1975276.000000 	 -9.613801 	 3.570840 	 1.137960 	 -0.301493 	 -0.229851 	 0.879104 	 0.012217 	 0.004887 	 0.017104
1 	 5.555987 	 1981417.000000 	 -101.651299 	 -78.752373 	 310.789307 	 1981417.000000 	 -10.006201 	 -1.844280 	 0.392400 	 -0.668657 	 -0.040299 	 0.267164 	 -0.006109 	 0.000000 	 0.025656
2 	 5.560851 	 1975296.000000 	 108.049500 	 -68.446846 	 201.206421 	 1975296.000000 	 -9.574560 	 3.531600 	 0.941760 	 -0.308955 	 -0.228358 	 0.871642 	 0.007330 	 0.006109 	 0.023213
1 	 5.580066 	 1981437.000000 	 -101.627762 	 -78.761192 	 310.813782 	 1981437.000000 	 -9.927721 	 -1.962000 	 0.353160 	 -0.667164 	 -0.037313 	 0.267164 	 0.003665 	 0.002443 	 0.025656
2 	 5.584850 	 1975306.000000 	 108.034454 	 -68.444969 	 201.189423 	 1975306.000000 	 -9.613801 	 3.570840 	 1.137960 	 -0.311940 	 -0.228358 	 0.874627 	 0.002443 	 0.009774 	 0.026878
1 	 5.608654 	 1981457.000000 	 -101.605209 	 -78.751114 	 310.834534 	 1981457.000000 	 -10.006201 	 -2.001240 	 0.431640 	 -0.670149 	 -0.038806 	 0.274627 	 -0.006109 	 0.012217 	 0.018326
1 	 5.626179 	 1981487.000000 	 -101.567070 	 -78.751884 	 310.870209 	 1981487.000000 	 -9.927721 	 -1.883520 	 0.353160 	 -0.670149 	 -0.034328 	 0.264179 	 -0.003665 	 0.006109 	 0.020769
2 	 5.630820 	 1975346.000000 	 107.945816 	 -68.448357 	 201.118927 	 1975346.000000 	 -9.496080 	 3.570840 	 1.059480 	 -0.310448 	 -0.234328 	 0.901493 	 0.012217 	 0.007330 	 0.018326
1 	 5.650074 	 1981497.000000 	 -101.520187 	 -78.757660 	 310.917908 	 1981497.000000 	 -10.006201 	 -1.922760 	 0.274680 	 -0.662687 	 -0.035821 	 0.261194 	 0.001222 	 0.008552 	 0.024435
2 	 5.655076 	 1975386.000000 	 107.961830 	 -68.419197 	 201.135284 	 1975386.000000 	 -9.417601 	 3.649320 	 1.177200 	 -0.313433 	 -0.231343 	 0.886567 	 0.006109 	 0.006109 	 0.008552
1 	 5.673358 	 1981517.000000 	 -101.468147 	 -78.761230 	 310.974731 	 1981517.000000 	 -9.966961 	 -1.922760 	 0.353160 	 -0.664179 	 -0.034328 	 0.273134 	 0.004887 	 0.007330 	 0.021991
1 	 5.697272 	 1981537.000000 	 -101.496666 	 -78.753540 	 310.950623 	 1981537.000000 	 -9.888481 	 -2.001240 	 0.470880 	 -0.673134 	 -0.037313 	 0.271642 	 0.000000 	 0.006109 	 0.019548
2 	 5.701750 	 1975406.000000 	 107.963036 	 -68.417282 	 201.139481 	 1975406.000000 	 -9.535320 	 3.610080 	 1.098720 	 -0.314925 	 -0.235821 	 0.877612 	 0.007330 	 0.004887 	 0.008552
1 	 5.719638 	 1981567.000000 	 -101.577789 	 -78.744614 	 310.875427 	 1981567.000000 	 -10.084681 	 -1.962000 	 0.431640 	 -0.665672 	 -0.031343 	 0.267164 	 0.003665 	 0.007330 	 0.026878
2 	 5.723802 	 1975426.000000 	 107.917198 	 -68.428177 	 201.098465 	 1975426.000000 	 -9.613801 	 3.610080 	 0.981000 	 -0.310448 	 -0.237313 	 0.902985 	 0.012217 	 0.003665 	 0.015882
1 	 5.741932 	 1981577.000000 	 -101.585365 	 -78.739838 	 310.874023 	 1981577.000000 	 -10.045441 	 -2.001240 	 0.431640 	 -0.667164 	 -0.029851 	 0.274627 	 0.008552 	 0.007330 	 0.018326
2 	 5.746617 	 1975456.000000 	 107.941620 	 -68.406258 	 201.121307 	 1975456.000000 	 -9.535320 	 3.688560 	 1.216440 	 -0.311940 	 -0.231343 	 0.886567 	 -0.003665 	 0.000000 	 0.015882
1 	 5.775693 	 1981597.000000 	 -101.530678 	 -78.729546 	 310.931976 	 1981597.000000 	 -10.045441 	 -2.001240 	 0.313920 	 -0.662687 	 -0.029851 	 0.261194 	 0.000000 	 0.008552 	 0.015882
2 	 5.780275 	 1975466.000000 	 107.959404 	 -68.398270 	 201.136307 	 1975466.000000 	 -9.535320 	 3.610080 	 1.255680 	 -0.308955 	 -0.231343 	 0.874627 	 0.002443 	 0.003665 	 0.023213
1 	 5.799511 	 1981607.000000 	 -101.502914 	 -78.730614 	 310.962280 	 1981607.000000 	 -9.927721 	 -1.922760 	 0.313920 	 -0.668657 	 -0.032836 	 0.268657 	 0.003665 	 0.004887 	 0.018326
2 	 5.823523 	 1975486.000000 	 107.972946 	 -68.381104 	 201.155167 	 1975486.000000 	 -9.496080 	 3.649320 	 1.177200 	 -0.313433 	 -0.232836 	 0.888060 	 0.009774 	 0.001222 	 0.023213
2 	 5.828232 	 1975496.000000 	 107.941841 	 -68.370132 	 201.124954 	 1975496.000000 	 -9.496080 	 3.727800 	 1.020240 	 -0.322388 	 -0.226866 	 0.871642 	 0.001222 	 0.000000 	 0.020769
1 	 5.847569 	 1981647.000000 	 -101.645027 	 -78.729843 	 310.832184 	 1981647.000000 	 -10.006201 	 -1.883520 	 0.470880 	 -0.665672 	 -0.034328 	 0.262687 	 -0.001222 	 0.009774 	 0.019548
2 	 5.852363 	 1975516.000000 	 107.918617 	 -68.361969 	 201.107681 	 1975516.000000 	 -9.574560 	 3.649320 	 1.059480 	 -0.311940 	 -0.234328 	 0.888060 	 0.006109 	 -0.002443 	 0.013439
1 	 5.871298 	 1981677.000000 	 -101.691994 	 -78.768837 	 310.791779 	 1981677.000000 	 -9.888481 	 -1.883520 	 0.392400 	 -0.665672 	 -0.031343 	 0.264179 	 0.003665 	 0.006109 	 0.021991
2 	 5.876039 	 1975536.000000 	 107.872269 	 -68.364052 	 201.067245 	 1975536.000000 	 -9.574560 	 3.610080 	 1.059480 	 -0.313433 	 -0.229851 	 0.867164 	 0.010996 	 0.006109 	 0.018326
1 	 5.895375 	 1981687.000000 	 -101.718460 	 -78.767883 	 310.769806 	 1981687.000000 	 -9.927721 	 -1.922760 	 0.470880 	 -0.667164 	 -0.037313 	 0.274627 	 0.004887 	 0.007330 	 0.019548
2 	 5.900133 	 1975576.000000 	 107.860603 	 -68.359375 	 201.063110 	 1975576.000000 	 -9.574560 	 3.688560 	 1.098720 	 -0.305970 	 -0.228358 	 0.865672 	 0.009774 	 0.002443 	 0.015882
1 	 5.919414 	 1981707.000000 	 -101.701927 	 -78.779404 	 310.786133 	 1981707.000000 	 -9.966961 	 -1.883520 	 0.353160 	 -0.670149 	 -0.037313 	 0.265672 	 -0.006109 	 0.006109 	 0.024435
2 	 5.924168 	 1975586.000000 	 107.851540 	 -68.366302 	 201.052963 	 1975586.000000 	 -9.613801 	 3.570840 	 1.059480 	 -0.302985 	 -0.228358 	 0.865672 	 0.000000 	 0.001222 	 0.013439
1 	 5.943455 	 1981727.000000 	 -101.630501 	 -78.784538 	 310.862732 	 1981727.000000 	 -10.006201 	 -1.922760 	 0.353160 	 -0.674627 	 -0.034328 	 0.277612 	 0.006109 	 0.006109 	 0.019548
1 	 5.967363 	 1981757.000000 	 -101.628098 	 -78.787483 	 310.870117 	 1981757.000000 	 -9.888481 	 -1.962000 	 0.431640 	 -0.665672 	 -0.034328 	 0.261194 	 -0.001222 	 0.008552 	 0.023213
2 	 5.973368 	 1975616.000000 	 107.824600 	 -68.374847 	 201.030472 	 1975616.000000 	 -9.456841 	 3.531600 	 1.098720 	 -0.307463 	 -0.232836 	 0.889552 	 0.003665 	 0.010996 	 0.012217
1 	 5.991278 	 1981767.000000 	 -101.679253 	 -78.781471 	 310.824738 	 1981767.000000 	 -9.888481 	 -2.001240 	 0.510120 	 -0.671642 	 -0.034328 	 0.264179 	 0.007330 	 0.003665 	 0.024435
2 	 5.995959 	 1975646.000000 	 107.767410 	 -68.397873 	 200.984009 	 1975646.000000 	 -9.653041 	 3.531600 	 1.020240 	 -0.307463 	 -0.235821 	 0.879104 	 0.007330 	 0.006109 	 0.019548
1 	 6.015218 	 1981787.000000 	 -101.716240 	 -78.786018 	 310.797363 	 1981787.000000 	 -10.006201 	 -1.805040 	 0.431640 	 -0.668657 	 -0.037313 	 0.262687 	 0.006109 	 0.008552 	 0.017104
2 	 6.020032 	 1975656.000000 	 107.737328 	 -68.405045 	 200.958633 	 1975656.000000 	 -9.653041 	 3.610080 	 1.020240 	 -0.310448 	 -0.231343 	 0.882090 	 0.009774 	 0.006109 	 0.012217
1 	 6.039298 	 1981817.000000 	 -101.635399 	 -78.794502 	 310.881042 	 1981817.000000 	 -10.084681 	 -1.883520 	 0.353160 	 -0.667164 	 -0.038806 	 0.274627 	 -0.004887 	 0.014661 	 0.019548
2 	 6.043781 	 1975676.000000 	 107.682793 	 -68.420464 	 200.904022 	 1975676.000000 	 -9.574560 	 3.610080 	 0.981000 	 -0.313433 	 -0.229851 	 0.883582 	 -0.001222 	 0.003665 	 0.013439
1 	 6.063212 	 1981827.000000 	 -101.588112 	 -78.802155 	 310.927124 	 1981827.000000 	 -10.084681 	 -1.883520 	 0.274680 	 -0.665672 	 -0.034328 	 0.259701 	 -0.002443 	 0.006109 	 0.020769
2 	 6.067848 	 1975696.000000 	 107.692398 	 -68.423653 	 200.916077 	 1975696.000000 	 -9.535320 	 3.531600 	 1.137960 	 -0.310448 	 -0.231343 	 0.873134 	 0.009774 	 0.003665 	 0.008552
1 	 6.086919 	 1981837.000000 	 -101.586426 	 -78.806160 	 310.927917 	 1981837.000000 	 -9.966961 	 -1.883520 	 0.353160 	 -0.662687 	 -0.032836 	 0.264179 	 -0.002443 	 0.001222 	 0.020769
2 	 6.091717 	 1975726.000000 	 107.616783 	 -68.417976 	 200.854492 	 1975726.000000 	 -9.613801 	 3.688560 	 1.137960 	 -0.305970 	 -0.231343 	 0.873134 	 0.012217 	 0.004887 	 0.009774
1 	 6.110880 	 1981867.000000 	 -101.756142 	 -78.786667 	 310.770844 	 1981867.000000 	 -9.888481 	 -2.040480 	 0.510120 	 -0.664179 	 -0.032836 	 0.265672 	 0.002443 	 0.007330 	 0.029322
2 	 6.115792 	 1975736.000000 	 107.612381 	 -68.411621 	 200.851364 	 1975736.000000 	 -9.692281 	 3.767040 	 1.216440 	 -0.313433 	 -0.231343 	 0.871642 	 0.008552 	 0.010996 	 0.012217
1 	 6.134584 	 1981897.000000 	 -101.712776 	 -78.760849 	 310.817291 	 1981897.000000 	 -9.849240 	 -2.040480 	 0.235440 	 -0.671642 	 -0.037313 	 0.268657 	 -0.001222 	 0.008552 	 0.019548
2 	 6.139455 	 1975756.000000 	 107.607407 	 -68.406448 	 200.850052 	 1975756.000000 	 -9.613801 	 3.688560 	 1.098720 	 -0.316418 	 -0.232836 	 0.880597 	 0.002443 	 0.001222 	 0.008552
1 	 6.158856 	 1981907.000000 	 -101.635521 	 -78.750427 	 310.894684 	 1981907.000000 	 -9.849240 	 -2.079720 	 0.274680 	 -0.677612 	 -0.044776 	 0.282090 	 0.000000 	 0.010996 	 0.019548
2 	 6.163434 	 1975786.000000 	 107.564415 	 -68.416504 	 200.810730 	 1975786.000000 	 -9.496080 	 3.610080 	 1.098720 	 -0.316418 	 -0.235821 	 0.880597 	 -0.001222 	 0.009774 	 0.014661
1 	 6.183108 	 1981927.000000 	 -101.574211 	 -78.730858 	 310.961182 	 1981927.000000 	 -9.966961 	 -2.079720 	 0.313920 	 -0.671642 	 -0.026866 	 0.259701 	 0.006109 	 0.001222 	 0.024435
1 	 6.207094 	 1981947.000000 	 -101.522766 	 -78.746719 	 311.016846 	 1981947.000000 	 -9.966961 	 -1.844280 	 0.353160 	 -0.671642 	 -0.032836 	 0.261194 	 0.002443 	 0.013439 	 0.023213
2 	 6.211971 	 1975806.000000 	 107.549042 	 -68.428001 	 200.800491 	 1975806.000000 	 -9.496080 	 3.492360 	 1.059480 	 -0.307463 	 -0.234328 	 0.895522 	 0.013439 	 0.003665 	 0.017104
1 	 6.231229 	 1981957.000000 	 -101.548668 	 -78.757904 	 310.991119 	 1981957.000000 	 -10.006201 	 -1.805040 	 0.392400 	 -0.667164 	 -0.037313 	 0.261194 	 -0.001222 	 0.000000 	 0.021991
2 	 6.236004 	 1975836.000000 	 107.559135 	 -68.432274 	 200.822647 	 1975836.000000 	 -9.456841 	 3.570840 	 1.216440 	 -0.304478 	 -0.225373 	 0.879104 	 0.017104 	 0.003665 	 0.012217
1 	 6.264754 	 1981977.000000 	 -101.528442 	 -78.765457 	 311.012299 	 1981977.000000 	 -10.084681 	 -1.883520 	 0.392400 	 -0.668657 	 -0.037313 	 0.264179 	 0.000000 	 0.009774 	 0.023213
2 	 6.269287 	 1975846.000000 	 107.566681 	 -68.424324 	 200.827393 	 1975846.000000 	 -9.378361 	 3.570840 	 1.177200 	 -0.305970 	 -0.235821 	 0.874627 	 0.001222 	 0.004887 	 0.024435
1 	 6.287589 	 1982007.000000 	 -101.512383 	 -78.770103 	 311.032227 	 1982007.000000 	 -10.006201 	 -1.922760 	 0.353160 	 -0.658209 	 -0.032836 	 0.262687 	 0.001222 	 0.007330 	 0.025656
2 	 6.292555 	 1975866.000000 	 107.620201 	 -68.397881 	 200.884857 	 1975866.000000 	 -9.456841 	 3.610080 	 1.294920 	 -0.313433 	 -0.231343 	 0.895522 	 0.013439 	 0.001222 	 0.012217
1 	 6.311635 	 1982027.000000 	 -101.526833 	 -78.775856 	 311.021698 	 1982027.000000 	 -9.966961 	 -1.922760 	 0.392400 	 -0.659702 	 -0.029851 	 0.259701 	 -0.001222 	 0.003665 	 0.021991
2 	 6.316414 	 1975886.000000 	 107.688812 	 -68.389374 	 200.949463 	 1975886.000000 	 -9.339121 	 3.570840 	 1.334160 	 -0.314925 	 -0.228358 	 0.873134 	 0.007330 	 0.008552 	 0.010996
1 	 6.335481 	 1982037.000000 	 -101.493011 	 -78.754417 	 311.054779 	 1982037.000000 	 -9.966961 	 -2.236680 	 0.392400 	 -0.664179 	 -0.029851 	 0.267164 	 -0.002443 	 0.008552 	 0.021991
2 	 6.340311 	 1975916.000000 	 107.717728 	 -68.369972 	 200.984772 	 1975916.000000 	 -9.456841 	 3.649320 	 1.177200 	 -0.304478 	 -0.226866 	 0.865672 	 0.009774 	 0.002443 	 0.012217
1 	 6.359511 	 1982057.000000 	 -101.510246 	 -78.734962 	 311.036652 	 1982057.000000 	 -10.123920 	 -2.040480 	 0.431640 	 -0.671642 	 -0.029851 	 0.262687 	 -0.002443 	 0.000000 	 0.017104
2 	 6.364302 	 1975926.000000 	 107.712311 	 -68.367233 	 200.983459 	 1975926.000000 	 -9.496080 	 3.649320 	 1.137960 	 -0.313433 	 -0.232836 	 0.871642 	 0.010996 	 0.003665 	 0.012217
1 	 6.383513 	 1982087.000000 	 -101.533371 	 -78.724693 	 311.013428 	 1982087.000000 	 -10.006201 	 -1.883520 	 0.431640 	 -0.674627 	 -0.032836 	 0.274627 	 0.000000 	 0.004887 	 0.017104
2 	 6.388292 	 1975946.000000 	 107.733543 	 -68.377434 	 200.997284 	 1975946.000000 	 -9.456841 	 3.492360 	 1.137960 	 -0.311940 	 -0.229851 	 0.880597 	 -0.001222 	 0.006109 	 0.003665
1 	 6.407647 	 1982097.000000 	 -101.501419 	 -78.683800 	 311.048645 	 1982097.000000 	 -10.006201 	 -2.511360 	 0.431640 	 -0.668657 	 -0.029851 	 0.261194 	 0.004887 	 0.007330 	 0.023213
2 	 6.431520 	 1975976.000000 	 107.725121 	 -68.392479 	 200.995193 	 1975976.000000 	 -9.496080 	 3.570840 	 1.098720 	 -0.302985 	 -0.231343 	 0.865672 	 0.013439 	 0.006109 	 0.014661
2 	 6.436439 	 1975996.000000 	 107.689514 	 -68.401863 	 200.951416 	 1975996.000000 	 -9.535320 	 3.531600 	 1.020240 	 -0.316418 	 -0.226866 	 0.862687 	 -0.006109 	 0.004887 	 0.021991
1 	 6.455819 	 1982137.000000 	 -101.510521 	 -78.668633 	 311.045593 	 1982137.000000 	 -10.084681 	 -2.040480 	 0.431640 	 -0.667164 	 -0.034328 	 0.264179 	 0.003665 	 0.007330 	 0.021991
2 	 6.460609 	 1976006.000000 	 107.671463 	 -68.401627 	 200.935776 	 1976006.000000 	 -9.613801 	 3.649320 	 1.059480 	 -0.317910 	 -0.237313 	 0.880597 	 0.006109 	 0.002443 	 0.015882
1 	 6.479800 	 1982167.000000 	 -101.568436 	 -78.640945 	 310.990936 	 1982167.000000 	 -10.045441 	 -1.962000 	 0.470880 	 -0.671642 	 -0.037313 	 0.267164 	 -0.004887 	 0.009774 	 0.017104
2 	 6.484455 	 1976026.000000 	 107.667625 	 -68.388351 	 200.929535 	 1976026.000000 	 -9.613801 	 3.649320 	 1.177200 	 -0.305970 	 -0.232836 	 0.892537 	 0.000000 	 0.006109 	 0.021991
1 	 6.503590 	 1982177.000000 	 -101.588745 	 -78.641228 	 310.971710 	 1982177.000000 	 -9.927721 	 -1.922760 	 0.470880 	 -0.680597 	 -0.046269 	 0.282090 	 -0.001222 	 0.008552 	 0.018326
2 	 6.508242 	 1976066.000000 	 107.659790 	 -68.350906 	 200.928894 	 1976066.000000 	 -9.613801 	 3.610080 	 1.020240 	 -0.311940 	 -0.234328 	 0.888060 	 0.007330 	 0.004887 	 0.019548
1 	 6.527611 	 1982197.000000 	 -101.610626 	 -78.645248 	 310.953400 	 1982197.000000 	 -10.006201 	 -1.883520 	 0.353160 	 -0.662687 	 -0.032836 	 0.261194 	 0.000000 	 -0.001222 	 0.018326
1 	 6.551686 	 1982217.000000 	 -101.619759 	 -78.647758 	 310.950165 	 1982217.000000 	 -9.927721 	 -1.962000 	 0.392400 	 -0.665672 	 -0.029851 	 0.264179 	 0.007330 	 0.003665 	 0.017104
2 	 6.556298 	 1976086.000000 	 107.656395 	 -68.359581 	 200.924667 	 1976086.000000 	 -9.535320 	 3.531600 	 1.137960 	 -0.313433 	 -0.238806 	 0.902985 	 0.004887 	 0.008552 	 0.015882
1 	 6.575400 	 1982247.000000 	 -101.683563 	 -78.635796 	 310.886475 	 1982247.000000 	 -9.966961 	 -1.922760 	 0.510120 	 -0.665672 	 -0.035821 	 0.265672 	 -0.008552 	 0.007330 	 0.010996
2 	 6.580461 	 1976106.000000 	 107.707642 	 -68.342766 	 200.983414 	 1976106.000000 	 -9.456841 	 3.570840 	 1.373400 	 -0.305970 	 -0.229851 	 0.865672 	 0.014661 	 0.009774 	 0.020769
1 	 6.599439 	 1982257.000000 	 -101.688103 	 -78.641724 	 310.883545 	 1982257.000000 	 -10.006201 	 -1.883520 	 0.431640 	 -0.668657 	 -0.035821 	 0.279104 	 0.000000 	 0.009774 	 0.019548
2 	 6.604374 	 1976136.000000 	 107.696312 	 -68.334808 	 200.970825 	 1976136.000000 	 -9.535320 	 3.688560 	 1.059480 	 -0.302985 	 -0.229851 	 0.867164 	 0.004887 	 0.006109 	 0.013439
1 	 6.628242 	 1982277.000000 	 -101.763687 	 -78.633858 	 310.814270 	 1982277.000000 	 -9.966961 	 -2.040480 	 0.549360 	 -0.667164 	 -0.029851 	 0.265672 	 0.003665 	 0.004887 	 0.021991
1 	 6.647660 	 1982287.000000 	 -101.751915 	 -78.625710 	 310.827271 	 1982287.000000 	 -10.006201 	 -2.079720 	 0.431640 	 -0.673134 	 -0.037313 	 0.271642 	 0.000000 	 0.009774 	 0.020769
2 	 6.652418 	 1976166.000000 	 107.678108 	 -68.345284 	 200.949554 	 1976166.000000 	 -9.456841 	 3.492360 	 1.255680 	 -0.308955 	 -0.229851 	 0.879104 	 0.012217 	 0.006109 	 0.015882
1 	 6.671499 	 1982307.000000 	 -101.697769 	 -78.633080 	 310.883850 	 1982307.000000 	 -9.966961 	 -1.883520 	 0.313920 	 -0.661194 	 -0.029851 	 0.261194 	 0.001222 	 0.004887 	 0.019548
2 	 6.676230 	 1976176.000000 	 107.692009 	 -68.351791 	 200.968872 	 1976176.000000 	 -9.574560 	 3.531600 	 1.255680 	 -0.316418 	 -0.231343 	 0.879104 	 0.018326 	 0.009774 	 0.012217
1 	 6.695198 	 1982327.000000 	 -101.720192 	 -78.637650 	 310.864136 	 1982327.000000 	 -10.045441 	 -2.040480 	 0.392400 	 -0.668657 	 -0.035821 	 0.264179 	 0.002443 	 -0.001222 	 0.021991
2 	 6.700026 	 1976196.000000 	 107.709503 	 -68.344635 	 200.997192 	 1976196.000000 	 -9.417601 	 3.610080 	 1.216440 	 -0.305970 	 -0.234328 	 0.873134 	 0.015882 	 0.002443 	 0.017104
1 	 6.719229 	 1982357.000000 	 -101.649025 	 -78.637703 	 310.941376 	 1982357.000000 	 -10.006201 	 -1.962000 	 0.392400 	 -0.673134 	 -0.040299 	 0.273134 	 0.006109 	 0.008552 	 0.024435
1 	 6.752933 	 1982367.000000 	 -101.661087 	 -78.635101 	 310.935364 	 1982367.000000 	 -9.966961 	 -2.001240 	 0.431640 	 -0.661194 	 -0.034328 	 0.259701 	 0.008552 	 0.006109 	 0.021991
2 	 6.757896 	 1976256.000000 	 107.724358 	 -68.340477 	 201.018738 	 1976256.000000 	 -9.535320 	 3.649320 	 1.373400 	 -0.305970 	 -0.231343 	 0.894030 	 0.009774 	 0.000000 	 0.012217
1 	 6.776974 	 1982387.000000 	 -101.705246 	 -78.641449 	 310.888550 	 1982387.000000 	 -10.045441 	 -1.883520 	 0.431640 	 -0.662687 	 -0.034328 	 0.267164 	 -0.004887 	 0.004887 	 0.015882
2 	 6.782020 	 1976266.000000 	 107.754936 	 -68.333595 	 201.050262 	 1976266.000000 	 -9.535320 	 3.688560 	 1.294920 	 -0.310448 	 -0.228358 	 0.873134 	 0.008552 	 0.002443 	 0.009774
1 	 6.801313 	 1982407.000000 	 -101.733932 	 -78.633331 	 310.863312 	 1982407.000000 	 -9.849240 	 -2.001240 	 0.470880 	 -0.665672 	 -0.032836 	 0.274627 	 -0.002443 	 0.009774 	 0.017104
2 	 6.806240 	 1976276.000000 	 107.774734 	 -68.331924 	 201.069290 	 1976276.000000 	 -9.496080 	 3.610080 	 1.255680 	 -0.314925 	 -0.231343 	 0.876119 	 0.006109 	 0.006109 	 0.012217
1 	 6.825431 	 1982437.000000 	 -101.661880 	 -78.632401 	 310.935272 	 1982437.000000 	 -9.927721 	 -1.883520 	 0.392400 	 -0.673134 	 -0.038806 	 0.276119 	 0.002443 	 0.006109 	 0.018326
2 	 6.830269 	 1976296.000000 	 107.777786 	 -68.339653 	 201.075851 	 1976296.000000 	 -9.456841 	 3.570840 	 1.177200 	 -0.317910 	 -0.234328 	 0.895522 	 0.007330 	 0.003665 	 0.014661
1 	 6.849472 	 1982447.000000 	 -101.631302 	 -78.642647 	 310.966248 	 1982447.000000 	 -10.006201 	 -1.883520 	 0.353160 	 -0.668657 	 -0.031343 	 0.264179 	 -0.001222 	 0.012217 	 0.024435
1 	 6.873291 	 1982467.000000 	 -101.596542 	 -78.645195 	 310.999939 	 1982467.000000 	 -9.966961 	 -2.001240 	 0.392400 	 -0.664179 	 -0.034328 	 0.261194 	 -0.001222 	 0.003665 	 0.020769
2 	 6.877999 	 1976336.000000 	 107.734070 	 -68.333939 	 201.041183 	 1976336.000000 	 -9.456841 	 3.531600 	 1.059480 	 -0.308955 	 -0.226866 	 0.871642 	 0.012217 	 0.004887 	 0.023213
1 	 6.897365 	 1982477.000000 	 -101.571396 	 -78.646202 	 311.023651 	 1982477.000000 	 -9.927721 	 -1.962000 	 0.353160 	 -0.662687 	 -0.032836 	 0.262687 	 -0.003665 	 0.007330 	 0.021991
2 	 6.902041 	 1976356.000000 	 107.692795 	 -68.334755 	 200.999786 	 1976356.000000 	 -9.456841 	 3.570840 	 1.098720 	 -0.304478 	 -0.229851 	 0.867164 	 -0.003665 	 0.004887 	 0.018326
1 	 6.921578 	 1982497.000000 	 -101.474983 	 -78.625366 	 311.116699 	 1982497.000000 	 -9.888481 	 -2.197440 	 0.274680 	 -0.661194 	 -0.037313 	 0.262687 	 -0.003665 	 0.006109 	 0.023213
2 	 6.926023 	 1976366.000000 	 107.670074 	 -68.332680 	 200.975739 	 1976366.000000 	 -9.535320 	 3.688560 	 1.059480 	 -0.311940 	 -0.229851 	 0.876119 	 0.000000 	 0.007330 	 0.013439
1 	 6.945445 	 1982517.000000 	 -101.449333 	 -78.609177 	 311.147522 	 1982517.000000 	 -9.888481 	 -2.079720 	 0.392400 	 -0.676119 	 -0.029851 	 0.265672 	 0.000000 	 0.007330 	 0.019548
2 	 6.950476 	 1976386.000000 	 107.629616 	 -68.317169 	 200.941803 	 1976386.000000 	 -9.456841 	 3.610080 	 1.098720 	 -0.310448 	 -0.234328 	 0.900000 	 0.008552 	 0.004887 	 0.025656
1 	 6.969318 	 1982547.000000 	 -101.466743 	 -78.635681 	 311.128326 	 1982547.000000 	 -9.927721 	 -1.883520 	 0.353160 	 -0.662687 	 -0.031343 	 0.264179 	 0.000000 	 0.003665 	 0.023213
2 	 6.973949 	 1976416.000000 	 107.628731 	 -68.328339 	 200.938904 	 1976416.000000 	 -9.535320 	 3.610080 	 1.137960 	 -0.308955 	 -0.231343 	 0.888060 	 0.002443 	 0.004887 	 0.009774
1 	 6.993425 	 1982577.000000 	 -101.450096 	 -78.634743 	 311.145935 	 1982577.000000 	 -10.123920 	 -2.001240 	 0.431640 	 -0.664179 	 -0.034328 	 0.268657 	 -0.004887 	 0.003665 	 0.019548
