time 	 pedal_angle(deg) 	 bike speed(km/h) 	 distance(m) 	 cadence(rpm) 	 power(W) 	 total_power(W) 	 HR(bpm) 
18.309 	 99.4 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
18.545 	 99.8 	 -0.0 	 -0.1 	 0.3 	 0.0 	 0.0 	 0.0 
18.545 	 100.1 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
18.545 	 100.5 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
18.546 	 100.6 	 -0.0 	 -0.1 	 -0.1 	 0.0 	 0.0 	 0.0 
18.546 	 100.7 	 -0.0 	 -0.1 	 -0.3 	 0.0 	 0.0 	 0.0 
18.546 	 100.7 	 -0.0 	 -0.1 	 0.0 	 0.0 	 0.0 	 0.0 
18.546 	 100.7 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
18.547 	 100.7 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
18.547 	 100.7 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
18.761 	 100.8 	 -0.0 	 -0.1 	 0.3 	 0.0 	 0.0 	 0.0 
18.762 	 100.9 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
18.762 	 100.9 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
18.762 	 101.0 	 -0.0 	 -0.1 	 0.0 	 0.0 	 0.0 	 0.0 
18.763 	 101.1 	 -0.0 	 -0.1 	 -0.2 	 0.0 	 0.0 	 0.0 
18.763 	 101.1 	 -0.0 	 -0.1 	 -0.3 	 0.0 	 0.0 	 0.0 
18.763 	 101.1 	 -0.0 	 -0.1 	 0.0 	 0.0 	 0.0 	 0.0 
18.764 	 101.2 	 -0.0 	 -0.1 	 0.4 	 0.0 	 0.0 	 0.0 
18.764 	 101.3 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
18.764 	 101.3 	 -0.0 	 -0.1 	 0.0 	 0.0 	 0.0 	 0.0 
18.970 	 101.3 	 -0.0 	 -0.1 	 0.3 	 0.0 	 0.0 	 0.0 
18.971 	 101.4 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
18.971 	 101.4 	 -0.0 	 -0.1 	 -0.1 	 0.0 	 0.0 	 0.0 
18.971 	 101.4 	 -0.0 	 -0.1 	 -0.2 	 0.0 	 0.0 	 0.0 
18.971 	 101.5 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
18.972 	 101.6 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
18.972 	 101.7 	 -0.0 	 -0.1 	 0.3 	 0.0 	 0.0 	 0.0 
18.972 	 101.8 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
18.972 	 102.0 	 -0.0 	 -0.1 	 0.3 	 0.0 	 0.0 	 0.0 
18.973 	 102.0 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.202 	 102.4 	 -0.0 	 -0.1 	 -0.1 	 0.0 	 0.0 	 0.0 
19.202 	 102.4 	 -0.0 	 -0.1 	 -0.1 	 0.0 	 0.0 	 0.0 
19.202 	 102.5 	 -0.0 	 -0.1 	 -0.1 	 0.0 	 0.0 	 0.0 
19.203 	 102.5 	 -0.0 	 -0.1 	 0.0 	 0.0 	 0.0 	 0.0 
19.203 	 102.5 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.203 	 102.5 	 -0.0 	 -0.1 	 0.4 	 0.0 	 0.0 	 0.0 
19.203 	 102.6 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.204 	 102.6 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.204 	 102.7 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.411 	 102.8 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.411 	 103.0 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.411 	 103.1 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.412 	 103.2 	 -0.0 	 -0.1 	 0.4 	 0.0 	 0.0 	 0.0 
19.412 	 103.3 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.412 	 103.3 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.412 	 103.4 	 -0.0 	 -0.1 	 0.0 	 0.0 	 0.0 	 0.0 
19.413 	 103.4 	 -0.0 	 -0.1 	 -0.1 	 0.0 	 0.0 	 0.0 
19.413 	 103.5 	 -0.0 	 -0.1 	 -0.0 	 0.0 	 0.0 	 0.0 
19.413 	 103.5 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.631 	 103.5 	 -0.0 	 -0.1 	 0.0 	 0.0 	 0.0 	 0.0 
19.632 	 103.6 	 -0.0 	 -0.1 	 0.0 	 0.0 	 0.0 	 0.0 
19.632 	 103.6 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.632 	 103.6 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.633 	 103.6 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.633 	 103.6 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.634 	 103.6 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.634 	 103.7 	 -0.0 	 -0.1 	 0.3 	 0.0 	 0.0 	 0.0 
19.634 	 103.7 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.634 	 103.7 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.855 	 103.7 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.856 	 103.7 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.856 	 103.7 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.856 	 103.7 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.856 	 103.8 	 -0.0 	 -0.1 	 0.3 	 0.0 	 0.0 	 0.0 
19.857 	 103.8 	 -0.0 	 -0.1 	 0.1 	 0.0 	 0.0 	 0.0 
19.857 	 103.8 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.857 	 103.8 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.858 	 103.9 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
19.858 	 104.0 	 -0.0 	 -0.1 	 0.2 	 0.0 	 0.0 	 0.0 
