0.001 	 358.2 	 0.0 	 0.0 	 0.2 	 0.0 	 0.0 	 0.0 
time 	 pedal_angle(deg) 	 bike speed(km/h) 	 distance(m) 	 cadence(rpm)
0.003 	 358.2 	 0.0 	 0.0 	 0.2 	 0.0 	 0.0 	 0.0 
0.005 	 358.2 	 0.0 	 0.0 	 0.2 	 0.0 	 0.0 	 0.0 
0.007 	 358.2 	 0.0 	 0.0 	 0.2 	 0.0 	 0.0 	 0.0 
0.008 	 358.2 	 0.0 	 0.0 	 0.2 	 0.0 	 0.0 	 0.0 
0.010 	 358.2 	 0.0 	 0.0 	 0.2 	 0.0 	 0.0 	 0.0 
0.012 	 358.2 	 0.0 	 0.0 	 0.2 	 0.0 	 0.0 	 0.0 
0.013 	 358.2 	 0.0 	 0.0 	 0.2 	 0.0 	 0.0 	 0.0 
0.015 	 358.2 	 0.0 	 0.0 	 0.2 	 0.0 	 0.0 	 0.0 
0.016 	 358.2 	 0.0 	 0.0 	 0.2 	 0.0 	 0.0 	 0.0 
0.018 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.019 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.021 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.022 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.024 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.025 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.027 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.028 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.030 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.031 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.033 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.034 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.036 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.037 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.039 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.040 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.042 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.043 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.045 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.046 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.048 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.049 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.051 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.052 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.054 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.055 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.057 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.059 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.060 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.062 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.063 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.065 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.066 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.068 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.069 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.071 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.072 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.074 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.075 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.077 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.078 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.080 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.081 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.083 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.084 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.086 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.087 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.089 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.095 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.097 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.099 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.101 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.103 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.104 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.106 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.108 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.110 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.112 	 358.2 	 0.0 	 0.0 	 0.4 	 0.0 	 0.0 	 0.0 
0.113 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.115 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
0.117 	 358.2 	 0.0 	 0.0 	 0.3 	 0.0 	 0.0 	 0.0 
