time 	 pedal_angle(deg) 	 bike speed(km/h) 	 distance(m) 	 cadence(rpm) 	 HR (BPM) 
2.394 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.395 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.400 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.402 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.408 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.410 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.430 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.437 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.443 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.452 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.454 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.460 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.462 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.484 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.486 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.487 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.500 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.502 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
2.503 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
2.505 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
2.506 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
2.507 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
2.509 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
2.510 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
2.511 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
2.513 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.514 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.516 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.517 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.518 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.520 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.521 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.523 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.524 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.525 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.527 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.528 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.529 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.531 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.532 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.534 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.535 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
2.536 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
2.538 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
2.544 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
2.550 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
2.552 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
2.553 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
2.555 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.556 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.557 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.559 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.560 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.562 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.563 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.564 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.566 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.567 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.568 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.570 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.571 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.573 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.574 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.575 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.577 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.578 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.580 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.581 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.582 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.584 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.585 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.587 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.588 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.589 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.591 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.592 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.594 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.595 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.596 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.598 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.599 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.601 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.602 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.603 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.605 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.606 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.608 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.620 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.622 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.623 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.624 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.632 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.634 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.635 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.640 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.642 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.659 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.672 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.674 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.675 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.677 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.678 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.688 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.690 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.691 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.693 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.701 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.703 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.705 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.712 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.714 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.715 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.720 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.722 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.732 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.734 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.735 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.752 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.753 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.755 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.768 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.775 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
2.791 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.793 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.794 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.806 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.808 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.809 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.820 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.822 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.836 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.908 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.948 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.952 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.972 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.975 	 359.8 	 -0.0 	 -0.0 	 0.2 	 71 
2.991 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.000 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.009 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.064 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.127 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.129 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.131 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.148 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.149 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.151 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.152 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.154 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.155 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.156 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.158 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.159 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.161 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.162 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.164 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.165 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.166 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.168 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.169 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.171 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.172 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.173 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.175 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.176 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.178 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.179 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.180 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.182 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.183 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.192 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.193 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.194 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.204 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.206 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.207 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.209 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.210 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.211 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.215 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.216 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.217 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.230 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.231 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.233 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.244 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.246 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.247 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.250 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.252 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.256 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.258 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.266 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.267 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.289 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.293 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.294 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.298 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.300 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.304 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.306 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.319 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.321 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.322 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.324 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.328 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.330 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
3.344 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
3.345 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
3.346 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
3.348 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.363 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.364 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.365 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.380 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.384 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.386 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.388 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.389 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.391 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.392 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.394 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.395 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.397 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.398 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.399 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.407 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.413 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.420 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.425 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.472 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.474 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.475 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.477 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.484 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.486 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.500 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.504 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.506 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.525 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.540 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.542 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
3.543 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
3.560 	 359.7 	 -0.0 	 -0.0 	 0.3 	 71 
3.572 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.574 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.575 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.576 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.578 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.584 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.586 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.600 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.602 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.608 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.610 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.621 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.622 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.624 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.640 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.646 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.672 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.678 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.684 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.692 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.696 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.702 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.703 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.705 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.709 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.712 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.716 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.718 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.736 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.741 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.760 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.762 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.765 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.767 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.768 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.773 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.775 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.808 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.828 	 359.7 	 -0.0 	 -0.0 	 0.2 	 71 
3.882 	 359.7 	 -0.0 	 -0.0 	 0.1 	 71 
3.905 	 359.6 	 -0.0 	 -0.0 	 0.2 	 71 
3.906 	 359.6 	 -0.0 	 -0.0 	 0.2 	 71 
3.941 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.942 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.944 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.948 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.949 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.952 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.957 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.958 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.966 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.971 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.974 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.976 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
3.992 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
4.006 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
4.024 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
4.025 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
4.036 	 359.6 	 -0.0 	 -0.0 	 0.2 	 69 
4.038 	 359.6 	 -0.0 	 -0.0 	 0.1 	 69 
4.039 	 359.6 	 -0.0 	 -0.0 	 0.1 	 69 
4.046 	 359.6 	 -0.0 	 -0.0 	 0.1 	 69 
4.052 	 359.6 	 -0.0 	 -0.0 	 0.1 	 69 
4.054 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.055 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.062 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.080 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.082 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.083 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.084 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.086 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.098 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.107 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.116 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.118 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.119 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.121 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.122 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.124 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.125 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.138 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.140 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.143 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.145 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.146 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.148 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.149 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.151 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.155 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.158 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.159 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.161 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.163 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.164 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.166 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.167 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.169 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.172 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.174 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.176 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.179 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.182 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.196 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.197 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.217 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.228 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.229 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.244 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.246 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.247 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.252 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.260 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.268 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.270 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.284 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.286 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.287 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.292 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.365 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.411 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.413 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.415 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.416 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.419 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.421 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.422 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.424 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.432 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.434 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.435 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.437 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.438 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.440 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.441 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.453 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.455 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.456 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.457 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.460 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.462 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.463 	 359.7 	 -0.0 	 -0.0 	 0.1 	 69 
4.526 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.528 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.529 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.531 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.532 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.550 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.552 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.553 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.554 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.556 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.564 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.566 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.569 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.571 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
