time 	 pedal_angle(deg) 	 bike speed(km/h) 	 distance(m) 	 cadence(rpm) 	 HR (BPM) 
0.360 	 89.5 	 -0.0 	 -0.0 	 0.1 	 0 
0.362 	 89.5 	 -0.0 	 -0.0 	 0.1 	 0 
0.365 	 89.5 	 -0.0 	 -0.0 	 0.1 	 0 
0.368 	 89.5 	 -0.0 	 -0.0 	 0.1 	 0 
0.370 	 89.5 	 -0.0 	 -0.0 	 0.1 	 0 
0.372 	 89.5 	 -0.0 	 -0.0 	 0.1 	 0 
0.376 	 89.5 	 -0.0 	 -0.0 	 0.1 	 0 
0.380 	 89.5 	 -0.0 	 -0.0 	 0.1 	 0 
0.384 	 89.5 	 -0.0 	 -0.0 	 0.1 	 0 
0.385 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
0.394 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
0.399 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
0.401 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
0.402 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
0.408 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
0.456 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
0.472 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
0.476 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
0.492 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
0.496 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
0.501 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
0.508 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
0.512 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
0.516 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
0.520 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
0.529 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
0.557 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
0.565 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
0.587 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
0.621 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
0.644 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
0.686 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
0.733 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
0.736 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
0.740 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
0.764 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.768 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.776 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.782 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.783 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.785 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.832 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.856 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.864 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.880 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.888 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.911 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.913 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.914 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.916 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.917 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.919 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.920 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.954 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.964 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.968 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.972 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.976 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.988 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
0.989 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
1.002 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
1.003 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
1.020 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
1.022 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.023 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.036 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.037 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.039 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.071 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.073 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.074 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.092 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.102 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
1.117 	 89.8 	 -0.0 	 -0.0 	 0.2 	 0 
1.136 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.155 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.159 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.168 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.204 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.216 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
1.217 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
1.228 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
1.230 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
1.276 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
1.278 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.279 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.280 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.288 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.289 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.295 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.297 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.328 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.336 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.360 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.364 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.368 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.444 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.472 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.476 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.480 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.484 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.488 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.496 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.504 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.520 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
1.521 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.523 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.524 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.531 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.548 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.554 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.556 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.557 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.559 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.560 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.562 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.604 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.608 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.612 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.636 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.638 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.686 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
1.688 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
1.689 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
1.691 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
1.764 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
1.766 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.768 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.776 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.784 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.785 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.787 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.788 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.804 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.806 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.807 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.814 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.815 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.820 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
1.826 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
1.846 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
1.855 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
1.868 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
1.870 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
1.892 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
1.894 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
1.909 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
1.912 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
1.919 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
1.954 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
1.972 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.016 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.020 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.022 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.023 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.025 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.028 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.036 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.048 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.052 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.124 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.132 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.136 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.144 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.152 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.160 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.192 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.200 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.203 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.206 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.222 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.244 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.299 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.305 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.306 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.323 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.324 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.326 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.340 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.342 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.343 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.358 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.364 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.365 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
2.367 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
2.388 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
2.389 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
2.400 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
2.408 	 89.7 	 -0.0 	 -0.0 	 0.3 	 0 
2.410 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.411 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.420 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.428 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.430 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.436 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.437 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.452 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.453 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.455 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.472 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.473 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.475 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.476 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.492 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.493 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.495 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.507 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.514 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.519 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.523 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.524 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.540 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.541 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.543 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.544 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.560 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.562 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.563 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.568 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.569 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.576 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.577 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.600 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.601 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
2.603 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
2.604 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
2.606 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
2.620 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
2.626 	 89.7 	 -0.0 	 -0.0 	 0.1 	 0 
2.640 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.641 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.643 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.656 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.657 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.659 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.676 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.678 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.679 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.692 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.693 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.695 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.696 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.697 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.712 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.714 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.715 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.738 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.752 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.753 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.755 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.772 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.773 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.775 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.776 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.778 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.788 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.789 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.791 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.808 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.809 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.811 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.812 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.828 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.830 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.831 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.832 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.834 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.848 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.854 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.860 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.861 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.872 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.873 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.875 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.880 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.881 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.896 	 89.7 	 -0.0 	 -0.0 	 0.2 	 0 
2.897 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.899 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.900 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.912 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.913 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.915 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.928 	 89.6 	 -0.0 	 -0.0 	 0.1 	 0 
2.930 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.931 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.944 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.946 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.947 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.960 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.966 	 89.6 	 -0.0 	 -0.0 	 0.2 	 0 
2.980 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
2.982 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
2.988 	 89.5 	 -0.0 	 -0.0 	 0.2 	 0 
2.989 	 89.6 	 -0.0 	 -0.0 	 0.3 	 0 
2.991 	 89.6 	 -0.0 	 -0.0 	 0.3 	 0 
3.008 	 89.6 	 -0.0 	 -0.0 	 0.3 	 0 
3.010 	 89.6 	 -0.0 	 -0.0 	 0.3 	 0 
3.011 	 89.6 	 -0.0 	 -0.0 	 0.3 	 0 
3.016 	 89.6 	 -0.0 	 -0.0 	 0.3 	 0 
3.018 	 89.7 	 -0.0 	 -0.0 	 1.5 	 0 
3.019 	 89.7 	 -0.0 	 -0.0 	 1.5 	 0 
3.032 	 89.7 	 -0.0 	 -0.0 	 1.5 	 0 
3.034 	 89.6 	 -0.0 	 -0.0 	 1.4 	 0 
3.035 	 89.6 	 -0.0 	 -0.0 	 1.4 	 0 
3.048 	 89.6 	 -0.0 	 -0.0 	 1.4 	 0 
3.049 	 89.5 	 -0.0 	 -0.0 	 -4.2 	 0 
3.051 	 89.5 	 -0.0 	 -0.0 	 -4.2 	 0 
3.052 	 89.5 	 -0.0 	 -0.0 	 -4.2 	 0 
3.064 	 89.5 	 -0.0 	 -0.0 	 -4.2 	 0 
3.065 	 89.5 	 -0.0 	 -0.0 	 -4.2 	 0 
3.088 	 89.5 	 -0.0 	 -0.0 	 -4.2 	 0 
3.090 	 89.6 	 -0.0 	 -0.0 	 -5.7 	 0 
3.096 	 89.6 	 -0.0 	 -0.0 	 -5.7 	 0 
3.097 	 89.7 	 -0.0 	 -0.0 	 -20.9 	 0 
3.099 	 89.7 	 -0.0 	 -0.0 	 -20.9 	 0 
3.112 	 89.7 	 -0.0 	 -0.0 	 -20.9 	 0 
3.113 	 89.9 	 -0.0 	 -0.0 	 -39.0 	 0 
3.115 	 89.9 	 -0.0 	 -0.0 	 -39.0 	 0 
3.116 	 88.5 	 -0.0 	 -0.0 	 -12.2 	 0 
3.132 	 88.5 	 -0.0 	 -0.0 	 -12.2 	 0 
3.134 	 88.5 	 -0.0 	 -0.0 	 -12.2 	 0 
3.140 	 88.5 	 -0.0 	 -0.0 	 -12.2 	 0 
3.141 	 88.3 	 -0.0 	 -0.0 	 -19.8 	 0 
3.143 	 88.3 	 -0.0 	 -0.0 	 -19.8 	 0 
3.144 	 88.3 	 -0.0 	 -0.0 	 -19.8 	 0 
3.160 	 88.3 	 -0.0 	 -0.0 	 -19.8 	 0 
3.161 	 88.3 	 -0.0 	 -0.0 	 -19.8 	 0 
3.163 	 88.3 	 -0.0 	 -0.0 	 -19.8 	 0 
3.164 	 88.3 	 -0.0 	 -0.0 	 -19.8 	 0 
3.172 	 88.3 	 -0.0 	 -0.0 	 -19.8 	 0 
3.173 	 88.3 	 -0.0 	 -0.0 	 -23.9 	 0 
3.186 	 88.3 	 -0.0 	 -0.0 	 -23.9 	 0 
3.187 	 88.3 	 -0.0 	 -0.0 	 -23.9 	 0 
3.207 	 88.5 	 -0.0 	 -0.0 	 -20.4 	 0 
3.216 	 92.0 	 -0.0 	 -0.0 	 -16.4 	 0 
3.224 	 92.0 	 -0.0 	 -0.0 	 -16.4 	 0 
3.225 	 101.4 	 -0.0 	 -0.0 	 -24.4 	 0 
3.227 	 101.4 	 -0.0 	 -0.0 	 -24.4 	 0 
3.228 	 101.4 	 -0.0 	 -0.0 	 -24.4 	 0 
3.240 	 101.4 	 -0.0 	 -0.0 	 -24.4 	 0 
3.241 	 101.4 	 -0.0 	 -0.0 	 -24.4 	 0 
3.248 	 101.4 	 -0.0 	 -0.0 	 -24.4 	 0 
3.249 	 101.4 	 -0.0 	 -0.0 	 -24.4 	 0 
3.264 	 101.4 	 -0.0 	 -0.0 	 -24.4 	 0 
3.265 	 147.2 	 -0.0 	 -0.0 	 -49.9 	 0 
3.267 	 147.2 	 -0.0 	 -0.0 	 -49.9 	 0 
3.280 	 147.2 	 -0.0 	 -0.0 	 -49.9 	 0 
3.282 	 168.2 	 -0.0 	 -0.0 	 -62.8 	 0 
3.283 	 168.2 	 -0.0 	 -0.0 	 -62.8 	 0 
3.296 	 168.2 	 -0.0 	 -0.0 	 -62.8 	 0 
3.298 	 190.0 	 -0.0 	 -0.0 	 -73.8 	 0 
3.299 	 190.0 	 -0.0 	 -0.0 	 -73.8 	 0 
3.312 	 190.0 	 -0.0 	 -0.0 	 -73.8 	 0 
3.324 	 190.0 	 -0.0 	 -0.0 	 -73.8 	 0 
3.336 	 224.3 	 -0.0 	 -0.0 	 -99.9 	 0 
3.337 	 235.7 	 -0.0 	 -0.0 	 -70.4 	 0 
