time 	 pedal_angle(deg) 	 bike speed(km/h) 	 distance(m) 	 cadence(rpm) 	 HR (BPM) 
8.512 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.518 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.520 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.528 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.536 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.555 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.556 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
8.558 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
8.572 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
8.574 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
8.582 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
8.609 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.613 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.615 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.637 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.644 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.648 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.656 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.659 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.664 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.668 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.671 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.676 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.683 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.686 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.692 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.695 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.737 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.760 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.764 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.766 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.772 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.774 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.854 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.859 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
8.865 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.904 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.908 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.912 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.915 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.917 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.924 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.929 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.936 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.948 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.952 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.956 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.965 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
8.976 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.000 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.005 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.008 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.011 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.012 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.021 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.024 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.028 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.032 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.036 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.037 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.040 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.047 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.096 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
9.098 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
9.099 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
9.121 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.122 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.124 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.125 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.127 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.128 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.129 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.131 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.132 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.134 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.135 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.136 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.138 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.139 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
9.141 	 269.7 	 0.0 	 -0.0 	 0.3 	 0 
9.142 	 269.7 	 0.0 	 -0.0 	 0.3 	 0 
9.143 	 269.7 	 0.0 	 -0.0 	 0.3 	 0 
9.145 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.146 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.148 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.149 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.150 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.152 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.153 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.155 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.156 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.157 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.159 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
9.160 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.162 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.163 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.165 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.166 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.167 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.169 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.170 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.172 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.173 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.174 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.183 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.185 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.186 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.212 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.219 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.231 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.232 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.316 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
9.317 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
9.319 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
9.349 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
9.352 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
9.356 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.360 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.364 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.368 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.375 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.377 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.378 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.392 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.398 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.399 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.401 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.408 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.411 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.412 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.449 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
9.512 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.514 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.515 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.531 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.532 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.534 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.540 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.568 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
9.598 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.599 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.601 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.608 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.609 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.611 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.648 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.650 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.661 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.663 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.712 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.731 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.744 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
9.808 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
9.820 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.824 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.840 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.846 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.852 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.865 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.876 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.880 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.882 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.883 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.888 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.916 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.919 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.922 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.931 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.940 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.943 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.953 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.959 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.964 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.980 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.981 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.984 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.988 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.991 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
9.996 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.000 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.002 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.028 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
10.036 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.038 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.044 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.048 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.050 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.067 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.071 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.072 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.078 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.080 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.083 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.088 	 269.7 	 -0.0 	 -0.0 	 0.3 	 0 
10.124 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.129 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.132 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.136 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.140 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.142 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.144 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.162 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.177 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.182 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.208 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.212 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.216 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.220 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.225 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.226 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.227 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.229 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.265 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.266 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.267 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.304 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
10.319 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
10.327 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.331 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.354 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.356 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.360 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.366 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.372 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.373 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.375 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.400 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.416 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.417 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.419 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.426 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.432 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.532 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.604 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.608 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.654 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.664 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.693 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.699 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.749 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
10.752 	 269.7 	 0.0 	 -0.0 	 0.2 	 0 
10.756 	 269.7 	 0.0 	 -0.0 	 0.2 	 0 
10.760 	 269.7 	 0.0 	 -0.0 	 0.2 	 0 
10.800 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.816 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.832 	 269.8 	 -0.1 	 -0.0 	 0.2 	 0 
10.834 	 269.8 	 -0.1 	 -0.0 	 0.2 	 0 
10.835 	 269.8 	 -0.1 	 -0.0 	 0.2 	 0 
10.837 	 269.8 	 -0.1 	 -0.0 	 0.2 	 0 
10.843 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
10.845 	 269.8 	 0.0 	 -0.0 	 0.2 	 0 
10.881 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.882 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.884 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.888 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.892 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.893 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.895 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.896 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
10.940 	 269.8 	 0.2 	 -0.0 	 0.3 	 0 
10.964 	 269.8 	 0.2 	 -0.0 	 0.3 	 0 
10.965 	 269.8 	 0.2 	 -0.0 	 0.3 	 0 
11.008 	 269.8 	 0.3 	 -0.0 	 0.2 	 0 
11.012 	 269.8 	 0.3 	 -0.0 	 0.2 	 0 
11.016 	 269.8 	 0.3 	 -0.0 	 0.2 	 0 
11.017 	 269.8 	 0.3 	 -0.0 	 0.2 	 0 
11.019 	 269.8 	 0.3 	 -0.0 	 0.2 	 0 
11.032 	 269.8 	 0.3 	 -0.0 	 0.2 	 0 
11.035 	 269.8 	 0.3 	 -0.0 	 0.2 	 0 
11.036 	 269.8 	 0.3 	 -0.0 	 0.2 	 0 
11.048 	 269.8 	 -1.2 	 -0.0 	 0.2 	 0 
11.052 	 269.8 	 -1.2 	 -0.0 	 0.2 	 0 
11.053 	 269.8 	 -1.2 	 -0.0 	 0.2 	 0 
11.070 	 269.8 	 -1.0 	 -0.0 	 0.2 	 0 
11.100 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.103 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.105 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.115 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.120 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.122 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.124 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.126 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.129 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.130 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.132 	 269.8 	 -0.7 	 -0.0 	 0.2 	 0 
11.188 	 269.8 	 -1.7 	 -0.1 	 0.2 	 0 
11.196 	 269.8 	 -1.7 	 -0.1 	 0.1 	 0 
11.200 	 269.8 	 -1.7 	 -0.1 	 0.1 	 0 
11.204 	 269.8 	 -1.7 	 -0.1 	 0.1 	 0 
11.212 	 269.8 	 -1.7 	 -0.1 	 0.1 	 0 
11.240 	 269.7 	 -1.7 	 -0.1 	 0.2 	 0 
11.241 	 269.7 	 -1.9 	 -0.1 	 0.2 	 0 
11.243 	 269.7 	 -1.9 	 -0.1 	 0.2 	 0 
11.260 	 269.7 	 -1.9 	 -0.1 	 0.2 	 0 
11.261 	 269.7 	 -1.9 	 -0.1 	 0.2 	 0 
11.263 	 269.7 	 -1.9 	 -0.1 	 0.2 	 0 
11.268 	 269.7 	 -1.9 	 -0.1 	 0.2 	 0 
11.269 	 269.7 	 -1.9 	 -0.1 	 0.1 	 0 
11.284 	 269.7 	 -1.9 	 -0.1 	 0.1 	 0 
11.296 	 269.7 	 -1.9 	 -0.1 	 0.1 	 0 
11.308 	 269.7 	 -1.9 	 -0.1 	 0.2 	 0 
11.320 	 269.7 	 -1.8 	 -0.1 	 0.2 	 0 
11.321 	 269.7 	 -1.8 	 -0.1 	 0.2 	 0 
11.323 	 269.7 	 -1.8 	 -0.1 	 0.2 	 0 
11.324 	 269.7 	 -1.8 	 -0.1 	 0.2 	 0 
11.340 	 269.7 	 -0.8 	 -0.1 	 0.2 	 0 
11.347 	 269.7 	 -0.8 	 -0.1 	 0.2 	 0 
11.356 	 269.7 	 1.3 	 -0.1 	 0.2 	 0 
11.364 	 269.7 	 1.3 	 -0.1 	 0.2 	 0 
11.372 	 269.7 	 1.3 	 -0.1 	 0.2 	 0 
11.380 	 269.8 	 1.3 	 -0.1 	 0.2 	 0 
11.388 	 269.8 	 1.3 	 -0.1 	 0.2 	 0 
11.396 	 269.8 	 1.3 	 -0.1 	 0.2 	 0 
11.403 	 269.8 	 1.3 	 -0.1 	 0.2 	 0 
11.432 	 269.7 	 2.1 	 -0.1 	 0.2 	 0 
11.504 	 269.7 	 2.3 	 -0.1 	 0.2 	 0 
11.510 	 269.7 	 2.3 	 -0.1 	 0.2 	 0 
11.524 	 269.7 	 2.3 	 -0.0 	 0.2 	 0 
11.525 	 269.7 	 2.3 	 -0.0 	 0.2 	 0 
11.527 	 269.8 	 2.3 	 -0.0 	 0.2 	 0 
11.540 	 269.8 	 2.3 	 -0.0 	 0.2 	 0 
11.548 	 269.8 	 2.3 	 -0.0 	 0.2 	 0 
11.549 	 269.8 	 2.4 	 -0.0 	 0.2 	 0 
11.551 	 269.8 	 2.4 	 -0.0 	 0.2 	 0 
11.564 	 269.8 	 2.4 	 -0.0 	 0.2 	 0 
11.566 	 269.7 	 2.4 	 -0.0 	 0.2 	 0 
11.567 	 269.7 	 2.4 	 -0.0 	 0.2 	 0 
11.572 	 269.7 	 2.4 	 -0.0 	 0.2 	 0 
11.588 	 269.7 	 2.4 	 -0.0 	 0.2 	 0 
11.589 	 269.7 	 2.4 	 -0.0 	 0.2 	 0 
11.591 	 269.7 	 2.4 	 -0.0 	 0.2 	 0 
11.608 	 269.7 	 2.4 	 0.0 	 0.2 	 0 
11.609 	 269.7 	 2.4 	 0.0 	 0.3 	 0 
11.634 	 269.7 	 2.4 	 0.0 	 0.3 	 0 
11.635 	 269.7 	 2.4 	 0.0 	 0.2 	 0 
11.640 	 269.7 	 2.4 	 0.0 	 0.2 	 0 
11.641 	 269.7 	 2.4 	 0.0 	 0.2 	 0 
11.643 	 269.7 	 2.4 	 0.0 	 0.2 	 0 
11.664 	 269.7 	 2.4 	 0.0 	 0.2 	 0 
11.666 	 269.7 	 2.4 	 0.0 	 0.2 	 0 
11.667 	 269.7 	 2.4 	 0.0 	 0.2 	 0 
11.668 	 269.7 	 2.4 	 0.1 	 0.2 	 0 
11.680 	 269.7 	 2.4 	 0.1 	 0.2 	 0 
11.682 	 269.7 	 2.4 	 0.1 	 0.2 	 0 
11.696 	 269.7 	 2.4 	 0.1 	 0.2 	 0 
11.698 	 269.7 	 2.4 	 0.1 	 0.2 	 0 
11.704 	 269.7 	 2.4 	 0.1 	 0.2 	 0 
11.720 	 269.7 	 2.4 	 0.1 	 0.2 	 0 
11.722 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.723 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.728 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.736 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.762 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.768 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.770 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.771 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.784 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.785 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.786 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.804 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.805 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.807 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.824 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.825 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.827 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.832 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.848 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.849 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.863 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.869 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.875 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.877 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.892 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.893 	 269.7 	 0.3 	 0.1 	 0.1 	 0 
11.900 	 269.7 	 0.3 	 0.1 	 0.1 	 0 
11.908 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.909 	 269.7 	 0.3 	 0.1 	 0.2 	 0 
11.911 	 269.7 	 -2.9 	 0.1 	 0.2 	 0 
11.912 	 269.7 	 -2.9 	 0.1 	 0.2 	 0 
11.924 	 269.7 	 -2.9 	 0.1 	 0.2 	 0 
11.925 	 269.7 	 -2.9 	 0.1 	 0.2 	 0 
11.926 	 269.7 	 -2.9 	 0.1 	 0.2 	 0 
11.944 	 269.7 	 -2.9 	 0.1 	 0.2 	 0 
11.945 	 269.7 	 -3.2 	 0.1 	 0.2 	 0 
11.947 	 269.7 	 -3.2 	 0.1 	 0.2 	 0 
11.956 	 269.7 	 -3.2 	 0.1 	 0.2 	 0 
11.958 	 269.7 	 -3.2 	 0.1 	 0.2 	 0 
11.959 	 269.7 	 -3.2 	 0.1 	 0.2 	 0 
11.970 	 269.7 	 -3.2 	 0.1 	 0.2 	 0 
11.984 	 269.7 	 -3.2 	 0.0 	 0.2 	 0 
12.000 	 269.7 	 -3.2 	 0.0 	 0.2 	 0 
12.002 	 269.7 	 -3.2 	 0.0 	 0.2 	 0 
12.003 	 269.7 	 -3.2 	 0.0 	 0.2 	 0 
12.020 	 269.7 	 -3.2 	 0.0 	 0.2 	 0 
12.028 	 269.7 	 -3.2 	 -0.0 	 0.2 	 0 
12.036 	 269.7 	 -3.2 	 -0.0 	 0.2 	 0 
12.080 	 269.7 	 -3.2 	 -0.0 	 0.1 	 0 
12.085 	 269.7 	 -3.2 	 -0.1 	 0.1 	 0 
12.104 	 269.7 	 -3.2 	 -0.1 	 0.1 	 0 
12.106 	 269.7 	 -3.2 	 -0.1 	 0.1 	 0 
12.107 	 269.7 	 -3.2 	 -0.1 	 0.1 	 0 
12.109 	 269.7 	 -3.2 	 -0.1 	 0.1 	 0 
12.110 	 269.7 	 -3.2 	 -0.1 	 0.1 	 0 
